signals,size,development_sharpe,development_sharpe_standard_error,development_mean_daily_return,development_daily_volatility,evaluation_sharpe,evaluation_sharpe_standard_error
headline/sentiment_all|llm/vader,2,1.061433519690093,1.7237555461954401,0.0003221175513947857,0.004817501528509291,0.614836411359346,2.576150800109416
headline/sentiment_non_reuters|headline/sentiment_reuters,2,0.5783262265671966,1.7224033503565943,0.0001312688365113963,0.003603205391843971,-0.5498204380328948,2.575957416578805
headline/sentiment_non_reuters|llm/finbert,2,0.9784006267033113,1.7234665268961198,0.0002835391481337142,0.004600410419445039,0.6446628772506494,2.5762467350404634
headline/sentiment_non_reuters|llm/gemma-4-31b,2,0.7740680868426161,1.7228553273103282,0.00020942645002341282,0.004294895868769012,-0.22039107263333405,2.575309312605137
headline/sentiment_non_reuters|llm/vader,2,0.9599622009788691,1.7234055332176876,0.0002956987716710349,0.004889851363091644,0.3789751682758909,2.5755521180653007
headline/sentiment_reuters|llm/finbert,2,0.30152474925527717,1.7219874242459658,6.482684673883265e-05,0.0034129678941792127,0.22605663250538185,2.575315774202569
headline/sentiment_reuters|llm/gemma-4-31b,2,-0.04775695268459359,1.721836025407574,-9.285851371468757e-06,0.003086635816485844,-1.0477046840201172,2.5779880085898634
headline/sentiment_reuters|llm/vader,2,0.3152999665259398,1.7220019369888868,7.698647027615326e-05,0.003876062346183794,-0.11789035585992676,2.5752207318167915
llm/finbert|llm/gemma-4-31b,2,0.5435912718656495,1.7223368043084895,0.0001429844602508493,0.004175578337071379,0.3165985483189782,2.575441287278944
llm/finbert|llm/vader,2,0.7582416366279094,1.7228139266217521,0.00022925678189847132,0.004799708182545906,0.8972284608630474,2.5772410251003492
llm/gemma-4-31b|llm/vader,2,0.5645894421329878,1.7223765408469232,0.00015514408378816986,0.004362171508582116,0.06150920013437515,2.575194891402706
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_non_reuters,3,0.6965165205980887,1.7226606221763066,0.00020687905422167382,0.004715039882776599,-0.21766803017835598,2.5753062653108847
headline/actionable_sentiment_all|headline/sentiment_all|headline/sentiment_reuters,3,0.26335305607813914,1.7219505950966767,6.107085329175278e-05,0.0036812549488671174,-0.7276739834212484,2.5765376334646937
headline/actionable_sentiment_all|headline/sentiment_all|llm/finbert,3,0.6083681325608853,1.7224642261882621,0.00016258439437329814,0.004242410325745449,0.14186811850450196,2.575236643605092
