date,split,split_date,signal,daily_gross_return,daily_net_return,turnover,active_stock_count
2026-01-08,development,2026-05-02,llm/gemma-4-31b,0.0012382346425777837,0.0005109619153050559,0.7272727272727273,33
2026-01-08,development,2026-05-02,llm/vader,0.004859782776185131,0.004526449442851797,0.33333333333333337,32
2026-01-09,development,2026-05-02,headline/actionable_sentiment_all,0.0025904747375032192,0.002014717161745644,0.5757575757575758,33
2026-01-09,development,2026-05-02,headline/sentiment_all,0.0015069612093154424,0.001082718785073018,0.42424242424242425,33
2026-01-09,development,2026-05-02,headline/sentiment_non_reuters,0.0015069612093154424,0.001082718785073018,0.42424242424242425,33
2026-01-09,development,2026-05-02,headline/sentiment_reuters,0.0013154151693829488,0.000588142442110221,0.7272727272727273,21
2026-01-09,development,2026-05-02,llm/finbert,0.007111051623649075,0.006353475866073317,0.7575757575757576,32
2026-01-09,development,2026-05-02,llm/gemma-4-31b,-0.0005338187056050936,-0.0012004853722717603,0.6666666666666667,31
2026-01-09,development,2026-05-02,llm/vader,0.005037767343863924,0.004734737040833621,0.30303030303030304,32
2026-01-12,development,2026-05-02,headline/actionable_sentiment_all,0.0007902899381698713,-8.849794061800748e-05,0.8787878787878788,18
2026-01-12,development,2026-05-02,headline/sentiment_all,0.0017488086657516397,0.0008397177566607304,0.9090909090909092,21
2026-01-12,development,2026-05-02,headline/sentiment_non_reuters,0.0017488086657516397,0.0008397177566607304,0.9090909090909092,21
2026-01-12,development,2026-05-02,headline/sentiment_reuters,0.00016475926137155824,-0.0005019074052951084,0.6666666666666667,1
2026-01-12,development,2026-05-02,llm/finbert,0.002895461420419413,0.0020469765719345646,0.8484848484848485,22
2026-01-12,development,2026-05-02,llm/gemma-4-31b,-0.00016171826254640642,-0.0009799000807282248,0.8181818181818182,20
2026-01-12,development,2026-05-02,llm/vader,-0.0011507107489092706,-0.0018476804458789676,0.696969696969697,19
2026-01-13,development,2026-05-02,headline/actionable_sentiment_all,0.0017757692803317337,0.0010484965530590063,0.7272727272727273,32
2026-01-13,development,2026-05-02,headline/sentiment_all,0.0028023196738675505,0.0021962590678069435,0.6060606060606061,33
2026-01-13,development,2026-05-02,headline/sentiment_non_reuters,0.0022116591282375694,0.0016662045827830234,0.5454545454545454,33
2026-01-13,development,2026-05-02,headline/sentiment_reuters,0.002135991171941907,0.0013784154143661495,0.7575757575757576,24
2026-01-13,development,2026-05-02,llm/finbert,0.000728081467124933,-2.9494290450825076e-05,0.7575757575757576,33
2026-01-13,development,2026-05-02,llm/gemma-4-31b,-0.002167451050093245,-0.0031977540803962757,1.0303030303030303,32
2026-01-13,development,2026-05-02,llm/vader,-0.005127799864127797,-0.005824769561097494,0.696969696969697,32
2026-01-14,development,2026-05-02,headline/actionable_sentiment_all,-0.0022562500535382043,-0.00283200762929578,0.5757575757575758,33
2026-01-14,development,2026-05-02,headline/sentiment_all,0.002157352399520677,0.001854322096490374,0.30303030303030304,33
2026-01-14,development,2026-05-02,headline/sentiment_non_reuters,-0.0002464518820585855,-0.0003676640032707068,0.12121212121212122,33
2026-01-14,development,2026-05-02,headline/sentiment_reuters,0.0020617450830561685,0.0011526541739652592,0.9090909090909092,20
2026-01-14,development,2026-05-02,llm/finbert,0.003557374195834442,0.0031937378321980777,0.36363636363636365,33
2026-01-14,development,2026-05-02,llm/gemma-4-31b,-0.0034095614319119226,-0.003985319007669498,0.5757575757575758,33
2026-01-14,development,2026-05-02,llm/vader,0.001578857806408446,0.001124312351862991,0.4545454545454546,33
2026-01-15,development,2026-05-02,headline/actionable_sentiment_all,-0.001098904369207989,-0.0019473892176928374,0.8484848484848485,33
2026-01-15,development,2026-05-02,headline/sentiment_all,-0.0014079385733538148,-0.0017109688763841178,0.30303030303030304,33
2026-01-15,development,2026-05-02,headline/sentiment_non_reuters,-0.0014079385733538148,-0.001832180997596239,0.42424242424242425,33
2026-01-15,development,2026-05-02,headline/sentiment_reuters,0.0006550348945012093,-0.00010254086307454833,0.7575757575757576,19
2026-01-15,development,2026-05-02,llm/finbert,7.862088231468827e-05,-0.0004062276025337966,0.48484848484848486,33
2026-01-15,development,2026-05-02,llm/gemma-4-31b,-0.0012178154374887483,-0.0018844821041554148,0.6666666666666667,33
2026-01-15,development,2026-05-02,llm/vader,0.0007091208146383777,0.0003151814206989839,0.3939393939393939,32
2026-01-16,development,2026-05-02,headline/actionable_sentiment_all,-0.010790039959180698,-0.011517312686453427,0.7272727272727273,33
2026-01-16,development,2026-05-02,headline/sentiment_all,-0.013757230181570143,-0.014120866545206508,0.36363636363636365,33
2026-01-16,development,2026-05-02,headline/sentiment_non_reuters,-0.013757230181570143,-0.014120866545206508,0.36363636363636365,33
2026-01-16,development,2026-05-02,headline/sentiment_reuters,-0.007728292623829438,-0.008546474442011258,0.8181818181818182,24
2026-01-16,development,2026-05-02,llm/finbert,-0.014520042513116446,-0.015186709179783113,0.6666666666666667,33
2026-01-16,development,2026-05-02,llm/gemma-4-31b,-0.007712800573349746,-0.008379467240016413,0.6666666666666667,33
2026-01-16,development,2026-05-02,llm/vader,-0.008064146469796979,-0.008397479803130312,0.33333333333333337,33
2026-01-20,development,2026-05-02,headline/actionable_sentiment_all,0.0055028961843238255,0.004684714366142006,0.8181818181818182,28
2026-01-20,development,2026-05-02,headline/sentiment_all,0.007620927409141658,0.007014866803081052,0.6060606060606061,27
2026-01-20,development,2026-05-02,headline/sentiment_non_reuters,0.007620927409141658,0.007014866803081052,0.6060606060606061,27
2026-01-20,development,2026-05-02,headline/sentiment_reuters,-0.00011791600858327119,-0.0009057947964620593,0.7878787878787878,8
2026-01-20,development,2026-05-02,llm/finbert,0.004711427426006744,0.004075063789643107,0.6363636363636364,32
2026-01-20,development,2026-05-02,llm/gemma-4-31b,0.002353015654676571,0.0013530156546765705,1.0,32
2026-01-20,development,2026-05-02,llm/vader,0.006017670490226003,0.005381306853862366,0.6363636363636364,32
2026-01-21,development,2026-05-02,headline/actionable_sentiment_all,-0.007804862311993847,-0.008986680493812028,1.1818181818181819,33
2026-01-21,development,2026-05-02,headline/sentiment_all,-0.005927994634324003,-0.006897691604020973,0.9696969696969697,33
2026-01-21,development,2026-05-02,headline/sentiment_non_reuters,-0.006342988145798401,-0.00725207905488931,0.9090909090909092,33
2026-01-21,development,2026-05-02,headline/sentiment_reuters,-0.0002739661613896517,-0.0009406328280563182,0.6666666666666667,22
2026-01-21,development,2026-05-02,llm/finbert,-0.006406073905326727,-0.007345467844720666,0.9393939393939394,33
2026-01-21,development,2026-05-02,llm/gemma-4-31b,-0.00330771225763509,-0.004065288015210848,0.7575757575757576,33
2026-01-21,development,2026-05-02,llm/vader,9.748833696787359e-05,-0.0002964510569715207,0.3939393939393939,33
2026-01-22,development,2026-05-02,headline/actionable_sentiment_all,0.003299466220102088,0.0025721934928293606,0.7272727272727273,33
2026-01-22,development,2026-05-02,headline/sentiment_all,0.0032786893738195842,0.002672628767758978,0.6060606060606061,33
2026-01-22,development,2026-05-02,headline/sentiment_non_reuters,0.0032786893738195842,0.002733234828365039,0.5454545454545454,33
2026-01-22,development,2026-05-02,headline/sentiment_reuters,-0.0007309129560604996,-0.0016097008348483787,0.8787878787878788,19
2026-01-22,development,2026-05-02,llm/finbert,0.002326134609404024,0.0015988618821312962,0.7272727272727273,33
2026-01-22,development,2026-05-02,llm/gemma-4-31b,0.0003095548432620492,-0.00041771788401067853,0.7272727272727273,33
2026-01-22,development,2026-05-02,llm/vader,0.0032786893738195842,0.0031574772526074633,0.12121212121212122,33
2026-01-23,development,2026-05-02,headline/actionable_sentiment_all,0.0034753071157477278,0.0034147010551416673,0.06060606060606061,33
2026-01-23,development,2026-05-02,headline/sentiment_all,0.0034753071157477278,0.0033540949945356064,0.12121212121212122,33
2026-01-23,development,2026-05-02,headline/sentiment_non_reuters,0.0034753071157477278,0.0033540949945356064,0.12121212121212122,33
2026-01-23,development,2026-05-02,headline/sentiment_reuters,0.0013321202956688436,0.0008775748411233888,0.4545454545454546,20
2026-01-23,development,2026-05-02,llm/finbert,0.0034986002159931137,0.0029531456705385686,0.5454545454545454,33
2026-01-23,development,2026-05-02,llm/gemma-4-31b,0.0007869139024309147,-3.1267915750903626e-05,0.8181818181818182,32
2026-01-23,development,2026-05-02,llm/vader,0.0027160394906827153,0.0024130091876524117,0.30303030303030304,33
2026-01-26,development,2026-05-02,headline/actionable_sentiment_all,-0.005052460571645391,-0.005688824208009027,0.6363636363636364,26
2026-01-26,development,2026-05-02,headline/sentiment_all,-0.0022097046968729793,-0.0026945531817214653,0.48484848484848486,27
2026-01-26,development,2026-05-02,headline/sentiment_non_reuters,-0.0022097046968729793,-0.0026945531817214653,0.48484848484848486,27
2026-01-26,development,2026-05-02,headline/sentiment_reuters,0.0,-0.0006060606060606061,0.6060606060606061,0
2026-01-26,development,2026-05-02,llm/finbert,-0.0047363396553154625,-0.005463612382588191,0.7272727272727273,27
2026-01-26,development,2026-05-02,llm/gemma-4-31b,0.006232226684526014,0.005141317593616924,1.0909090909090908,24
2026-01-26,development,2026-05-02,llm/vader,0.008346232322886492,0.007467444444098615,0.8787878787878788,22
2026-01-27,development,2026-05-02,headline/actionable_sentiment_all,-0.00014175692184961982,-0.0008993326794253777,0.7575757575757576,33
2026-01-27,development,2026-05-02,headline/sentiment_all,-8.813984038185051e-05,-0.0008760186282606386,0.7878787878787878,33
2026-01-27,development,2026-05-02,headline/sentiment_non_reuters,-8.813984038185051e-05,-0.0008760186282606386,0.7878787878787878,33
2026-01-27,development,2026-05-02,headline/sentiment_reuters,-8.179686235884021e-05,-0.0006272514078133858,0.5454545454545454,18
2026-01-27,development,2026-05-02,llm/finbert,0.0032006098459897553,0.002352124997504907,0.8484848484848485,33
2026-01-27,development,2026-05-02,llm/gemma-4-31b,0.004247092200612298,0.003307698261218358,0.9393939393939394,33
2026-01-27,development,2026-05-02,llm/vader,0.0008126138084958669,0.00014594714182919997,0.6666666666666667,32
2026-01-28,development,2026-05-02,headline/actionable_sentiment_all,0.005424727052590414,0.005000484628347989,0.42424242424242425,33
2026-01-28,development,2026-05-02,headline/sentiment_all,0.005429309514497544,0.005247491332679362,0.18181818181818182,33
2026-01-28,development,2026-05-02,headline/sentiment_non_reuters,0.005748538178238777,0.005627326057026656,0.12121212121212122,33
2026-01-28,development,2026-05-02,headline/sentiment_reuters,0.0006002210931200589,0.00020628169918066462,0.3939393939393939,17
2026-01-28,development,2026-05-02,llm/finbert,0.0035813434639609953,0.0027934646760822074,0.7878787878787878,33
2026-01-28,development,2026-05-02,llm/gemma-4-31b,0.0027432564772440055,0.0019250746590621871,0.8181818181818182,32
2026-01-28,development,2026-05-02,llm/vader,0.00404712473743828,0.0037743974647110076,0.2727272727272727,33
2026-01-29,development,2026-05-02,headline/actionable_sentiment_all,-0.004878536209604804,-0.00548459681566541,0.6060606060606061,33
2026-01-29,development,2026-05-02,headline/sentiment_all,-0.0032835085363617,-0.003465326718179882,0.18181818181818182,33
2026-01-29,development,2026-05-02,headline/sentiment_non_reuters,-0.0043948995687216365,-0.004576717750539819,0.18181818181818182,33
2026-01-29,development,2026-05-02,headline/sentiment_reuters,-0.005357191528513439,-0.005781433952755863,0.42424242424242425,19
2026-01-29,development,2026-05-02,llm/finbert,-0.00328828938684388,-0.0037125318110863043,0.42424242424242425,33
2026-01-29,development,2026-05-02,llm/gemma-4-31b,-0.0031203761209805747,-0.0038173458179502724,0.696969696969697,33
2026-01-29,development,2026-05-02,llm/vader,-0.0033357505926747285,-0.0035175687744929103,0.18181818181818182,33
2026-01-30,development,2026-05-02,headline/actionable_sentiment_all,-0.000932022806642292,-0.0016592955339150197,0.7272727272727273,31
2026-01-30,development,2026-05-02,headline/sentiment_all,0.00024553730014946696,3.1130577252243064e-06,0.24242424242424243,33
2026-01-30,development,2026-05-02,headline/sentiment_non_reuters,0.00024553730014946696,6.371911833128497e-05,0.18181818181818182,33
2026-01-30,development,2026-05-02,headline/sentiment_reuters,-0.001815801926371127,-0.002361256471825673,0.5454545454545454,25
2026-01-30,development,2026-05-02,llm/finbert,-0.0012042733740468237,-0.00181033398010743,0.6060606060606061,33
2026-01-30,development,2026-05-02,llm/gemma-4-31b,0.00036592040220829634,-0.0003613523250644314,0.7272727272727273,33
2026-01-30,development,2026-05-02,llm/vader,0.001042141723354393,0.000860323541536211,0.18181818181818182,33
2026-02-02,development,2026-05-02,headline/actionable_sentiment_all,-0.002371904462108157,-0.0030991771893808845,0.7272727272727273,23
2026-02-02,development,2026-05-02,headline/sentiment_all,0.000475624766769558,-0.00016073886959407877,0.6363636363636364,28
2026-02-02,development,2026-05-02,headline/sentiment_non_reuters,0.001664193899661141,0.001118739354206595,0.5454545454545454,29
2026-02-02,development,2026-05-02,headline/sentiment_reuters,-0.0029680756862968,-0.003755954474175588,0.7878787878787878,5
2026-02-02,development,2026-05-02,llm/finbert,0.0012952393285030953,0.00035584538910915574,0.9393939393939394,32
2026-02-02,development,2026-05-02,llm/gemma-4-31b,-0.0014736678775116156,-0.0024130618169055556,0.9393939393939394,24
2026-02-02,development,2026-05-02,llm/vader,-0.000547143424365826,-0.001213810091032493,0.6666666666666667,23
2026-02-03,development,2026-05-02,headline/actionable_sentiment_all,-0.0019560714938148126,-0.0026833442210875405,0.7272727272727273,33
2026-02-03,development,2026-05-02,headline/sentiment_all,0.0002634734312707386,-0.0003122841444868375,0.5757575757575758,33
2026-02-03,development,2026-05-02,headline/sentiment_non_reuters,0.0002634734312707386,-0.00034258717478986785,0.6060606060606061,33
2026-02-03,development,2026-05-02,headline/sentiment_reuters,-0.0047849951266607516,-0.005300146641812267,0.5151515151515151,18
2026-02-03,development,2026-05-02,llm/finbert,0.005821091479359642,0.004821091479359641,1.0,33
2026-02-03,development,2026-05-02,llm/gemma-4-31b,0.004326919563731782,0.0033875256243378424,0.9393939393939394,33
2026-02-03,development,2026-05-02,llm/vader,0.007022196364844553,0.0064767418193900075,0.5454545454545454,33
2026-02-04,development,2026-05-02,headline/actionable_sentiment_all,-0.0013933623264185966,-0.0021509380839943542,0.7575757575757576,32
2026-02-04,development,2026-05-02,headline/sentiment_all,-0.006142428074898698,-0.0064757614082320315,0.33333333333333337,32
2026-02-04,development,2026-05-02,headline/sentiment_non_reuters,-0.010865575438410246,-0.01125951483234964,0.3939393939393939,32
2026-02-04,development,2026-05-02,headline/sentiment_reuters,-0.009211170843822288,-0.009968746601398046,0.7575757575757576,21
2026-02-04,development,2026-05-02,llm/finbert,-0.007029595101475585,-0.007696261768142252,0.6666666666666667,33
2026-02-04,development,2026-05-02,llm/gemma-4-31b,-0.006303606772489662,-0.006970273439156329,0.6666666666666667,33
2026-02-04,development,2026-05-02,llm/vader,-0.011152997180619025,-0.011456027483649328,0.30303030303030304,33
2026-02-05,development,2026-05-02,headline/actionable_sentiment_all,0.010240071647546489,0.009785526193001033,0.4545454545454546,33
2026-02-05,development,2026-05-02,headline/sentiment_all,0.010240071647546489,0.009906738314213155,0.33333333333333337,33
2026-02-05,development,2026-05-02,headline/sentiment_non_reuters,0.010240071647546489,0.009967344374819215,0.2727272727272727,33
2026-02-05,development,2026-05-02,headline/sentiment_reuters,0.0002838134445549398,-0.00017073200999051478,0.4545454545454546,18
2026-02-05,development,2026-05-02,llm/finbert,0.0048977484542035874,0.00429168784814298,0.6060606060606061,33
2026-02-05,development,2026-05-02,llm/gemma-4-31b,0.010459767815785535,0.009914313270330988,0.5454545454545454,33
2026-02-05,development,2026-05-02,llm/vader,0.01759347075723896,0.017411652575420777,0.18181818181818182,33
2026-02-06,development,2026-05-02,headline/actionable_sentiment_all,0.000512100923023471,8.785849878104672e-05,0.42424242424242425,33
2026-02-06,development,2026-05-02,headline/sentiment_all,-0.00018677779305979958,-0.0006110202173022238,0.42424242424242425,33
2026-02-06,development,2026-05-02,headline/sentiment_non_reuters,-0.00018677779305979958,-0.0006110202173022238,0.42424242424242425,33
2026-02-06,development,2026-05-02,headline/sentiment_reuters,6.63832101286601e-05,-0.0006608895171440675,0.7272727272727273,16
2026-02-06,development,2026-05-02,llm/finbert,-0.0039510819275153115,-0.00467835465478804,0.7272727272727273,33
2026-02-06,development,2026-05-02,llm/gemma-4-31b,-0.008364639290316207,-0.009152518078194996,0.7878787878787878,33
2026-02-06,development,2026-05-02,llm/vader,0.00243501240205667,0.0022531942202384885,0.18181818181818182,31
2026-02-09,development,2026-05-02,headline/actionable_sentiment_all,-0.0021139026476128886,-0.0031139026476128882,1.0,16
2026-02-09,development,2026-05-02,headline/sentiment_all,-0.003909317326704483,-0.004727499144886301,0.8181818181818182,22
2026-02-09,development,2026-05-02,headline/sentiment_non_reuters,-0.003909317326704483,-0.004727499144886301,0.8181818181818182,22
2026-02-09,development,2026-05-02,headline/sentiment_reuters,0.0,-0.0004848484848484849,0.48484848484848486,0
2026-02-09,development,2026-05-02,llm/finbert,-0.001778403889659771,-0.002475373586629468,0.696969696969697,32
2026-02-09,development,2026-05-02,llm/gemma-4-31b,-0.0019435139501047486,-0.0027313927379835363,0.7878787878787878,23
2026-02-09,development,2026-05-02,llm/vader,0.0006091979463820273,9.404643123051214e-05,0.5151515151515151,24
2026-02-10,development,2026-05-02,headline/actionable_sentiment_all,0.0032774497185650087,0.00242896487008016,0.8484848484848485,32
2026-02-10,development,2026-05-02,headline/sentiment_all,0.0054125926765287696,0.0049580472219833156,0.4545454545454546,33
2026-02-10,development,2026-05-02,headline/sentiment_non_reuters,0.0054125926765287696,0.0049580472219833156,0.4545454545454546,33
2026-02-10,development,2026-05-02,headline/sentiment_reuters,0.0032630419881872295,0.0027175874427326835,0.5454545454545454,18
2026-02-10,development,2026-05-02,llm/finbert,0.007238672381700099,0.006602308745336462,0.6363636363636364,33
2026-02-10,development,2026-05-02,llm/gemma-4-31b,0.00575005685744674,0.005022784130174013,0.7272727272727273,33
2026-02-10,development,2026-05-02,llm/vader,-0.000606505513015305,-0.0013034752099850024,0.696969696969697,33
2026-02-11,development,2026-05-02,headline/actionable_sentiment_all,-0.004016390779097767,-0.004713360476067464,0.696969696969697,33
2026-02-11,development,2026-05-02,headline/sentiment_all,-0.0027999742470333935,-0.0029817924288515754,0.18181818181818182,33
2026-02-11,development,2026-05-02,headline/sentiment_non_reuters,-0.0027999742470333935,-0.0029817924288515754,0.18181818181818182,33
2026-02-11,development,2026-05-02,headline/sentiment_reuters,-0.0082711586024796,-0.008937825269146266,0.6666666666666667,20
2026-02-11,development,2026-05-02,llm/finbert,-0.0031563988619725787,-0.003641247346821064,0.48484848484848486,33
2026-02-11,development,2026-05-02,llm/gemma-4-31b,-0.0036711601037064476,-0.004519644952191297,0.8484848484848485,33
2026-02-11,development,2026-05-02,llm/vader,-0.0033468416969313825,-0.0038922962423859277,0.5454545454545454,33
2026-02-12,development,2026-05-02,headline/actionable_sentiment_all,0.006009516097604153,0.005524667612755669,0.48484848484848486,33
2026-02-12,development,2026-05-02,headline/sentiment_all,0.006153082900946903,0.006092476840340842,0.06060606060606061,33
2026-02-12,development,2026-05-02,headline/sentiment_non_reuters,0.006153082900946903,0.006092476840340842,0.06060606060606061,33
2026-02-12,development,2026-05-02,headline/sentiment_reuters,0.0010105584270670045,0.0003741947907033681,0.6363636363636364,17
2026-02-12,development,2026-05-02,llm/finbert,0.004105632908126202,0.0035601783626716577,0.5454545454545454,33
2026-02-12,development,2026-05-02,llm/gemma-4-31b,0.0025990952582989842,0.0017506104098141359,0.8484848484848485,33
2026-02-12,development,2026-05-02,llm/vader,0.0034911054605410593,0.003430499399934999,0.06060606060606061,33
2026-02-13,development,2026-05-02,headline/actionable_sentiment_all,-0.009310750591897662,-0.00985620513735221,0.5454545454545454,33
2026-02-13,development,2026-05-02,headline/sentiment_all,-0.0031981524105339043,-0.0033193645317460257,0.12121212121212122,33
2026-02-13,development,2026-05-02,headline/sentiment_non_reuters,-0.0031981524105339043,-0.0033193645317460257,0.12121212121212122,33
2026-02-13,development,2026-05-02,headline/sentiment_reuters,-0.0006685040484947864,-0.0013351707151614534,0.6666666666666667,23
2026-02-13,development,2026-05-02,llm/finbert,-0.004942465546015181,-0.005306101909651546,0.36363636363636365,33
2026-02-13,development,2026-05-02,llm/gemma-4-31b,-0.003226706205593026,-0.0037418577207445416,0.5151515151515151,32
2026-02-13,development,2026-05-02,llm/vader,-0.003995733561366449,-0.004238157803790692,0.24242424242424243,33
2026-02-17,development,2026-05-02,headline/actionable_sentiment_all,-0.00041921885895537385,-0.001207097646834162,0.7878787878787878,29
2026-02-17,development,2026-05-02,headline/sentiment_all,-0.0001403495106295446,-0.0005948949651749993,0.4545454545454546,32
2026-02-17,development,2026-05-02,headline/sentiment_non_reuters,-0.0001403495106295446,-0.0005948949651749993,0.4545454545454546,32
2026-02-17,development,2026-05-02,headline/sentiment_reuters,0.0008532297378979371,0.00015626004092824015,0.696969696969697,4
2026-02-17,development,2026-05-02,llm/finbert,-0.0011971364779551831,-0.0018638031446218501,0.6666666666666667,33
2026-02-17,development,2026-05-02,llm/gemma-4-31b,-0.0011383190118994919,-0.002017106890687371,0.8787878787878788,31
2026-02-17,development,2026-05-02,llm/vader,0.0011992777296428768,0.0008053383357034824,0.3939393939393939,30
2026-02-18,development,2026-05-02,headline/actionable_sentiment_all,0.0008992228199163999,0.0004143743350679152,0.48484848484848486,33
2026-02-18,development,2026-05-02,headline/sentiment_all,0.0002366264055764839,-0.00021791904896897055,0.4545454545454546,33
