session_date,n_names,intercept,r_squared,condition_number,beta_mean_new,beta_mean_known,beta_negshare_new,beta_negshare_known,beta_log1p_n,contrast_mean,contrast_negshare
2013-07-05,12,0.09272324664735898,0.24965753019009163,11.163409891254556,-0.19855068663598877,-0.11642083784811603,-0.47627765846847203,-0.8045481527570263,0.370439416172989,-0.08212984878787273,0.32827049428855426
2013-07-08,10,0.17123099937359593,0.5732425715083009,12.702981093904379,-0.2581682681433788,-0.5321934314030373,1.0522252115756197,-1.6072606344721128,-1.0792228650290079,0.27402516325965853,2.6594858460477324
2013-07-09,13,0.013495784188452046,0.3118363487907011,8.51753804695973,-0.04940480544245227,0.2997158265960747,0.26097327237297024,0.4849165366705482,-0.3470912190968934,-0.349120632038527,-0.22394326429757794
2013-07-11,15,0.09352711580845535,0.4898700136559978,10.211578584708095,-0.08084214205465498,-0.6210195614741849,0.33572952543393847,-1.08563015591895,-0.35405114023980766,0.5401774194195299,1.4213596813528886
2013-07-15,11,-0.06658688539769422,0.31112520072070826,14.36094018932318,0.6613800494921077,0.9008424119842663,1.18235878281439,0.5798636786619832,-0.8595334442034734,-0.23946236249215858,0.6024951041524068
2013-07-25,11,0.09399218176587916,0.35233480554353425,11.244765411873157,0.04667627569467104,-0.3123557848814429,0.39342053326731224,-0.7439701697593081,-0.451598853170574,0.3590320605761139,1.1373907030266204
2013-07-30,11,0.05274138302642122,0.6077632243464859,15.666639703328991,-0.38466513182214085,0.7876168953889228,-1.3371814829024522,0.42500220109435655,0.34891709166004775,-1.1722820272110637,-1.7621836839968088
2013-07-31,15,0.025718214435508976,0.32776586806179275,9.58656943940782,-0.020298218539049978,0.5338468783534588,-0.14500139188816027,-0.15398813012294182,0.013894429131424853,-0.5541450968925088,0.00898673823478155
2013-08-01,11,0.11194478685429327,0.53629818143672,12.369011008903914,-0.8491432318175093,0.3630385519867498,-0.7075339107389879,-0.22547530696858847,-0.04367141325611574,-1.212181783804259,-0.4820586037703994
2013-08-05,13,0.03033394216573515,0.1474112949001748,8.20149106209522,-0.22621292779192653,0.1756725529931578,0.07749067760560503,-0.013535991075295312,0.19790319195934647,-0.40188548078508435,0.09102666868090034
2013-08-07,14,0.07608338632866346,0.6123732267377162,10.263435005375296,-0.3373529254353349,-0.3635063318467291,0.26670141181515017,-1.2624588926676117,0.5662819209319488,0.026153406411394187,1.5291603044827617
2013-08-08,14,0.01633173924717507,0.41719764841484996,15.612482265851511,-0.8110849431847224,0.4726330800896808,-0.7878113872814958,1.5704857868044384,0.09848876465119756,-1.2837180232744032,-2.3582971740859344
2013-08-09,10,0.07961338828893358,0.8736172814695491,8.999138402945176,0.8385829348464242,-0.21378755087289944,0.8079306345816687,-0.8172975318224144,-1.2076962525114505,1.0523704857193237,1.625228166404083
2013-08-13,14,0.11842154939422356,0.8048374039836619,11.560166333597564,-0.008306787294120956,-1.043133872238015,-0.12672504258954412,-1.6233704894475223,0.48573280853094264,1.034827084943894,1.4966454468579782
2013-08-14,23,0.027245417552332885,0.19659673333692151,12.668439559491057,0.033138503486994174,-0.021509841246409468,-0.5423157063564756,0.6596723055518292,-0.38227446884325145,0.054648344733403645,-1.2019880119083048
2013-08-16,10,0.011088322247893596,0.48159143592199316,12.75082906850488,0.4896677471896589,0.23266734674773132,0.7248474790157179,-0.34600520247381333,-0.3229438154371671,0.25700040044192757,1.0708526814895312
