book,sessions,mean_gross_bps,mean_net_bps,sharpe_gross,sharpe_net,annualised_turnover,breakeven_bps_per_side,net_ci_low_bps,net_ci_high_bps,mean_net_exposure,sharpe_net_first_half,sharpe_net_second_half,net_ending_return
B1 raw known_share,2264,1.2961962381118948,-12.171553737168736,1.0403245035991926,-9.75386827113663,169.6936496885359,0.9624445363858085,-12.892302730067788,-11.409028383555981,-6.7337383338132395e-18,-9.19582263891614,-10.372109198513842,-0.9368201507742933
B2 conditional residual,2263,0.7463199108562669,-14.433961327088422,0.7074040598989432,-13.65072490964324,191.27154359810305,0.49163773658604093,-15.131205577825822,-13.799810739365782,-1.6901672223130192e-18,-12.892561378438334,-14.55627758225494,-0.9620679720157467
